Año de Adjudicación,Tipo,Área Geográfica,País,ONGD,Siglas ONGD,Título,Código,Importe total subvención (€),Plurianual (Si/No),nº de anualidades,Año 1ª (o única) anualidad,Importe 1ª (o única) anualidad €,Año 2ª anualidad,Importe 2ª anualidad €,Año 3ª anualidad,Importe 3ª anualidad €,Año 4ª anualidad,Importe 4ª anualidad €
2006,PROYECTO,ÁFRICA SUBSAHARIANA,Angola,"FUNDACIO INTERMON OXFAM, FUNDACIO PRIVADA",INTERMON OXFAM,"ACCESO A LA JUSTICIA Y EL EJERCICIO DE LA CIUDADANÍA EN LOS MUNICIPIOS DE CAZENGA, MALANJE, HUAMBO Y KAALA.",06-PR1-051,"116,914.00",No,1,2006,"116,914.00",,,,,,
2006,PROYECTO,AMÉRICA LATINA,Nicaragua,"FUNDACIO INTERMON OXFAM, FUNDACIO PRIVADA",INTERMON OXFAM,MEJORA DE PRÁCTICAS EN TODA LA CADENA DEL CAFÉ Y EN LA ORGANIZACIÓN DE PEQUEÑOS PRODUCTORES/AS ORIENTADAS AL INCREMENTO DE LA CALIDAD Y RENTABILIDAD,06-PR1-086,"121,000.00",No,1,2006,"121,000.00",,,,,,
2006,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Marruecos,INSTITUTO DE PROMOCION Y APOYO AL DESARROLLO,IPADE,POTENCIACIÓN DE LAS CAPACIDADES Y AUMENTO DE LOS INGRESOS DE LOS PESCADORES ARTESANALES DEL PARQUE NACIONAL DE ALHUCEMAS A TRAVÉS DE LA MEJORA DE LA C,06-PR1-187,"357,206.00",No,1,2006,"357,206.00",,,,,,
2006,PROYECTO,AMÉRICA LATINA,Ecuador,INSTITUTO DE PROMOCION Y APOYO AL DESARROLLO,IPADE,"FORTALECIMIENTO DE LOS MUNICIPIOS ALTERNATIVOS DE GIRÓN, S. FERNANDO Y STA. ISABEL MEDIANTE CREACIÓN DE MANCOMUNIDAD PARA GESTIÓN DE RSU, ECUADOR",06-PR1-191,"300,000.00",No,1,2006,"300,000.00",,,,,,
2006,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Marruecos,INSTITUTO SINDICAL DE COOPERACION AL DESARROLLO (ISCOD),ISCOD,CASA DE LA MUJER TRABAJADORA MARROQUÍ,06-PR1-290,"194,670.00",No,1,2006,"194,670.00",,,,,,
2006,PROYECTO,ESPAÑA,España,INGENIERIA SIN FRONTERAS - ASOCIACION PARA EL DESARROLLO,ISF,SENSIBILIZACIÓN A LOS PROFESIONALES DE LA INGENIERÍA SOBRE LOS ODM,06-PR1-351,"25,000.00",No,1,2006,"25,000.00",,,,,,
2006,PROYECTO,AMÉRICA LATINA,Argentina,ASOCIACION VALENCIANA DE INGENIERIA SIN FRONTERAS,ISF-VALENCIA,"FORTALECIMIENTO DE CAPACIDADES Y ESTRATEGIAS DE SOBERANÍA ALIMENTARIA EN COMUNIDADES CAMPESINA E INDÍGENAS DE MENDOZA, SANTIAGO DEL ESTERO Y CÓRDOBA (EN AGRUPACIÓN ISF CATALUÑA).",06-PR1-271,"150,000.00",No,1,2006,"150,000.00",,,,,,
2006,PROYECTO,AMÉRICA LATINA,Ecuador,ASOCIACION MENSAJEROS DE LA PAZ,MENSAJEROS DE LA PAZ,FORMACIÓN PARA EDUCADPORES DE NIÑEZ Y ADOLESCENCIA EN RIESGO,06-PR1-306,"100,000.00",No,1,2006,"100,000.00",,,,,,
2006,PROYECTO,AMÉRICA LATINA,República Dominicana,MOVIMIENTO POR LA PAZ EL DESARME Y LA LIBERTAD,MPDL,DESARROLLO DE LA CAPACIDAD PRODUCTIVA Y EMPRESARIAL DE LA POBLACIÓN RURAL DE GALVÁN (DECAPEGA),06-PR1-348,"200,000.00",No,1,2006,"200,000.00",,,,,,
2006,PROYECTO,ESPAÑA,España,MUGARIK GABE ORGANIZACION PARA LA AYUDA Y COOPERACION CON PAISES DEL TERCER MUNDO,MUGARIK GABE,"DIÁLOGOS PARA LA COOPERACIÓN CON LOS PUEBLOS INDÍGENAS. (EN AGRUPACIÓN CON ALMACIGA, ACSUR, ALT. SOL. PLENTY).",06-PR1-063,"165,776.00",No,1,2006,"165,776.00",,,,,,
2006,PROYECTO,AMÉRICA LATINA,Colombia,MUGARIK GABE ORGANIZACION PARA LA AYUDA Y COOPERACION CON PAISES DEL TERCER MUNDO,MUGARIK GABE,FORTALECIMIENTO DEL SISTEMA EDUCATIVO PROPIO INDÍGENA EN EL CAUCA,06-PR1-103,"140,000.00",No,1,2006,"140,000.00",,,,,,
2006,PROYECTO,AMÉRICA LATINA,Colombia,ASOCIACION MUNDO COOPERANTE,MUNDO COOPERANTE,"REFORZADOS LOS PROCESOS DE FORMACIÓN, CAPACITACIÓN Y APOYO CREDITICIO PARA POBLACIÓN DESPLAZADA Y VULNERABLE DEL MUNICIPIO DE TURBACO, DEPARTAMENTO DE",06-PR1-365,"55,201.00",No,1,2006,"55,201.00",,,,,,
2006,PROYECTO,AMÉRICA LATINA,Colombia,FUNDACION MUNDUBAT - MUNDUBAT FUNDAZIOA,MUNDUBAT,FORTALECIMIENTO DE CAPACIDADES E INCIDENCIA DE LOS PUEBLOS INDÍGENAS DE COLOMBIA PARA LA PROMOCIÓN Y PUESTA EN PRÁCTICA DE SUS DERECHOS,06-PR1-124,"150,000.00",No,1,2006,"150,000.00",,,,,,
2006,PROYECTO,SIN DETERMINAR,Sin determinar,FUNDACION MUNDUBAT - MUNDUBAT FUNDAZIOA,MUNDUBAT,CONSOLIDACIÓN DE LA PARTICIPACIÓN ACTIVA DE PAZ Y TERCER MUNDO EN ALIANZAS Y REDES INTERNACIONALES DE ONGS,06-PR1-148,"46,100.00",No,1,2006,"46,100.00",,,,,,
2006,PROYECTO,ÁFRICA SUBSAHARIANA,Senegal,MUNICIPALISTAS POR LA SOLIDARIDAD Y EL FORTALECIMIENTO INSTITUCIONAL - MUSOL,MUSOL,APOYO AL PROCESO DE DESCENTRALIZACIÓN EN SENEGAL EN LAS COLECTIVIDADES LOCALES,06-PR1-329,"82,841.00",No,1,2006,"82,841.00",,,,,,
2006,PROYECTO,AMÉRICA LATINA,Colombia,MOVIMENT PER LA PAU - ASSOCIACIO D'OBJETORS DE CONSCIENCIA,MxP,ACOMPAÑAMIENTO A VÍCTIMAS DE MAP Y MUSE EN COLOMBIA,06-PR1-249,"79,800.00",No,1,2006,"79,800.00",,,,,,
2006,PROYECTO,EUROPA ORIENTAL,Bosnia-Herzegovina,ASOCIACION MUJERES EN ZONA DE CONFLICTO,MZC,REINSERCIÓN SOCIOLABORAL Y SOSTENIMIENTO DE RECURSOS SOCIALES PARA MUJERES VÍCTIMAS DE VIOLENCIA DE GÉNERO EN LAS PROVINCIAS DE MOSTAR Y NEVESINJE. F2,06-PR1-008,"200,000.00",No,1,2006,"200,000.00",,,,,,
2006,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Marruecos,ASOCIACION MUJERES EN ZONA DE CONFLICTO,MZC,INTEGRACIÓN DE LAS MUJERES RURALES EN EL TEJIDO PRODUCTIVO DE SUS COMUNIDADES MEDIANTE EL ACCESO A LA CAPACITACIÓN Y EL AUTOEMPLEO. CHEFCHAOUEN,06-PR1-009,"200,000.00",No,1,2006,"200,000.00",,,,,,
2006,PROYECTO,AMÉRICA LATINA,Ecuador,ORGANIZACION DE COOPERACION Y SOLIDARIDAD INTERNACIONAL,OCSI,FORTALECIMIENTO DE LA SEGURIDAD ALIMENTARIA EN LAS COMUNIDADES INDIGENAS DEL CANTON SARAGURO A TRAVES DE LA IMPLEMENTACIÓN DE SISTEMAS DE RIEGO PARA F,06-PR1-054,"125,000.00",No,1,2006,"125,000.00",,,,,,
2006,PROYECTO,ÁFRICA SUBSAHARIANA,República Democrática del Congo,ORGANIZACION NAVARRA DE AYUDA ENTRE LOS PUEBLOS,ONAY,MEJORA Y AMPLIACIÓN DEL CENTRE DE REEDUCACION POUR DES HANDICAPÉS PHYSIQUES (CRHP),06-PR1-218,"326,811.00",No,1,2006,"326,811.00",,,,,,
2006,PROYECTO,ÁFRICA SUBSAHARIANA,República Democrática del Congo,ORGANIZACION NAVARRA DE AYUDA ENTRE LOS PUEBLOS,ONAY,"LUCHA CONTRA EL VIH/SIDA, EL PALUDISMO Y LA TUBERCULOSIS EN EL CENTRE HOSPITALIER MÈRE ET ENFANT",06-PR1-219,"490,000.00",No,1,2006,"490,000.00",,,,,,
2006,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Marruecos,ASOCIACION PARA LA INTEGRACION DEL MENOR PAIDEIA,PAIDEIA,FORTALECIMIENTO DE LAS CAPACIDADES SOCIALES E INSTITUCIONALES,06-PR1-232,"307,320.00",No,1,2006,"307,320.00",,,,,,
2006,PROYECTO,ÁFRICA SUBSAHARIANA,Cabo Verde,ASOCIACION PARA LA INTEGRACION DEL MENOR PAIDEIA,PAIDEIA,"FORTALECIMIENTO DE LAS CAPACIDADES SOCIALES, HUMANAS E INSTITUCIONALES",06-PR1-234,"261,700.00",No,1,2006,"261,700.00",,,,,,
2006,PROYECTO,ESPAÑA,España,ASOCIACION PAZ CON DIGNIDAD,PAZ CON DIGNIDAD,MOSTRAR EL SUR A TRAVÉS DE LA COMUNICACIÓN,06-PR1-032,"30,000.00",No,1,2006,"30,000.00",,,,,,
2006,PROYECTO,AMÉRICA LATINA,Colombia,ASOCIACION PAZ CON DIGNIDAD,PAZ CON DIGNIDAD,FORTALECIMIENTO DE AUTONOMÍA Y ORGANIZACIÓN DE COMUNIDADES CAMPESINAS EN EL ORIENTE ANTIOQUEÑO. COLOMBIA,06-PR1-243,"113,988.00",No,1,2006,"113,988.00",,,,,,
2006,PROYECTO,AMÉRICA LATINA,El Salvador,ASOCIACION PAZ CON DIGNIDAD,PAZ CON DIGNIDAD,"ABASTECIMIENTO DE AGUA POTABLE EN LOS CANTONES LOMITAS Y EL NIÑO, JURISDICCIÓN DE SAN MIGUEL",06-PR1-265,"150,000.00",No,1,2006,"150,000.00",,,,,,
2006,PROYECTO,AMÉRICA LATINA,Paraguay,ASOCIACION POR LA PAZ Y EL DESARROLLO,PAZ Y DESARROLLO,PAÎ KUERA REKÓA PYTYVORÂ (FORTALECIMIENTO DE LA IDENTIDAD DE 19 COMUNIDADES DE PAÎ TAVYTERÂ,06-PR1-045,"200,000.00",No,1,2006,"200,000.00",,,,,,
2006,PROYECTO,AMÉRICA LATINA,Argentina,PROYECTO LOCAL,PROYECTO LOCAL,"PRODUCCIÓN Y COMERCIALIZACIÓN DE HORTALIZAS Y AROMÁTICAS DISECADAS CON ENERGÍA EÓLICA Y SOLAR, PARA LA CREACIÓN DE EMPLEO Y LA GENERACIÓN DE INGRESOS",06-PR1-123,"140,000.00",No,1,2006,"140,000.00",,,,,,
2006,PROYECTO,AMÉRICA LATINA,Paraguay,PROYECTO LOCAL,PROYECTO LOCAL,"PROMOCIÓN Y MEJORA CALIDAD VIDA MUJERES DISTRITOS DE MBOCAYATAY, M. J.TROCHE Y N. TALAVERA DEL DEPTO GUAIRÁ",06-PR1-199,"150,000.00",No,1,2006,"150,000.00",,,,,,
2006,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Marruecos,PROYECTO SOLIDARIO - ASOCIACION INTERNACIONAL PARA LA COOPERACION AL DESARROLLO Y AYUDA A LA INFANCIA,PROYECTO SOLIDARIO,"APOYO A LA MEJORA DE LAS CONDICIONES SOCIOEDUCATIVAS DE NIÑOS, NIÑAS EN LA COMUNA RURAL DE AOULAD ALI EL MANSOUR",06-PR1-154,"220,000.00",No,1,2006,"220,000.00",,,,,,
2006,PROYECTO,EUROPA ORIENTAL,Serbia (Kosovo),PSICOLOGOS SIN FRONTERAS ASTURIAS,PSFA,"PROYECTO CLARÍN PARA LA PROMOCIÓN DEL DIÁLOGO INTERÉTNICO DE LAS COMUNIDADES DE KOS, OSOJANE Y DOBRUSHA, MUNICIPALIDAD DE ISTOK/G (KOSOVO)",06-PR1-003,"55,710.00",No,1,2006,"55,710.00",,,,,,
2006,PROYECTO,ÁFRICA SUBSAHARIANA,Cabo Verde,RADIO ECCA FUNDACION CANARIA,RADIO ECCA,"DISEÑO Y DESARROLLO DE UN SISTEMA NACIONAL DE FORMACIÓN DE PERSONAS ADULTAS A DISTANCIA, DE CARACTER PÚBLICO, EN LA REPÚBLICA DE CABO VERDE (FASE II).",06-PR1-319,"420,000.00",No,1,2006,"420,000.00",,,,,,
2006,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Marruecos,FUNDACION RENAL IÑIGO ALVAREZ DE TOLEDO,RENAL,INCREMENTO DE LOS RECURSOS ASISTENCIALES PARA EL TRATAMIENTO SUSTITUTIVO CON HEMODIÁLISIS DE LA INSUFICIENCIA RENAL CRÓNICA EN LA PROVINCIA DE NADOR,06-PR1-298,"656,550.00",No,1,2006,"656,550.00",,,,,,
2006,PROYECTO,ÁFRICA SUBSAHARIANA,Senegal,FUNDACION SALUD Y SOCIEDAD,SALUD Y SOCIEDAD,APOYO A LA ESTRATEGIA DE DESCENTRALIZACIÓN DE LA FORMACIÓN DEL PERSONAL DE ENFERMERÍA DEL MINISTERIO DE SALUD…,06-PR1-042,"80,000.00",No,1,2006,"80,000.00",,,,,,
2006,PROYECTO,ESPAÑA,España,SAVE THE CHILDREN (antes FUNDACION COOPERACION Y EDUCACION (FUNCOE)),SAVE THE CHILDREN,CENTRO. INV. DOC. SOBRE DERECHOS DE LA INFANCIA Y ADOLESCENCIA. UN CENTRO DE CONOCIMIENTO ACTIVO PARA UN ENFOQUE DE DERECHOS EN LA COOPERACION FOCALIZ,06-PR1-073,"90,000.00",No,1,2006,"90,000.00",,,,,,
2006,PROYECTO,AMÉRICA LATINA,Argentina,SAVE THE CHILDREN (antes FUNDACION COOPERACION Y EDUCACION (FUNCOE)),SAVE THE CHILDREN,"PROMOVIENDO LOS DºS DE LA NIÑEZ A TRAVÉS DE LA FORMACIÓN DE UNA RED DE PROTECCIÓN CONTRA LA TRATA, EL TRÁFICO Y LA EXPLOTACIÓN SEXUAL COMERCIAL I",06-PR1-316,"140,000.00",No,1,2006,"140,000.00",,,,,,
2006,PROYECTO,ESPAÑA,España,ASOCIACION PARA SERVICIO Y PROMOCION DE EDUCACION DE INFANCIA Y JUVENTUD EN EL TERCER MUNDO,SETEM,"SENSIBILIZACIÓN SOBRE LAS INICIATIVAS DE LA BANCA ÉTICA Y SU IMPACTO EN LOS PAÍSES DEL SUR. (EN AGRUPACIÓN CON SETEM HEGO HAIZEN, SETEM CATALUÑA Y AMARANTE SETEN).",06-PR1-168,"95,774.00",No,1,2006,"95,774.00",,,,,,
2006,PROYECTO,ESPAÑA,España,SETEM - HEGO HAIZEA,SETEM HEGO HAIZEA,"SENSIBILIZACIÓN EN TORNO A LAS CONDICIONES LABORALES DEL SECTOR TEXTIL EN LOS PAÍSES DEL SUR. (EN AGRUPACIÓN CON SETEM CATALUÑA, SETEM MADRID, SETEM COM. VALENCIANA, SETEM NAVARRA Y AMARANTE SETEM).",06-PR1-297,"112,858.00",No,1,2006,"112,858.00",,,,,,
2006,PROYECTO,AMÉRICA LATINA,Honduras,FUNDACION ESPAÑOLA PARA LA COOPERACIÓN SOLIDARIAD INTERNACIONAL,SOLIDARIAD INTERNACIONAL,MEJORA DE LA SEGURIDAD ALIMENTARIA Y NUTRICIONAL DE LOS PRODUCTORES DE ESCASOS RECURSOS DE LA MANCOMUNIDAD COLOSUCA,06-PR1-119,"300,000.00",No,1,2006,"300,000.00",,,,,,
2006,PROYECTO,AMÉRICA LATINA,Ecuador,FUNDACION ESPAÑOLA PARA LA COOPERACIÓN SOLIDARIAD INTERNACIONAL,SOLIDARIAD INTERNACIONAL,AUMENTO DE LAS CAPACIDADES DE LAS MUJERES EN LA PREVENCIÓN Y ATENCIÓN DE LA VIOLENCIA INTRAFAMILIAR Y DE GÉNERO EN TRES PROVINCIAS DE ECUADOR,06-PR1-174,"240,000.00",No,1,2006,"240,000.00",,,,,,
2006,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Territorios Palestinos,SOLIDARIDAD PARA EL DESARROLLO Y LA PAZ,SODEPAZ, SALUD MENTAL: MUJERES Y NIÑ@S EN UN ESTADO DE CONFLICTO,06-PR1-269,"100,443.00",No,1,2006,"100,443.00",,,,,,
2006,PROYECTO,AMÉRICA LATINA,Paraguay,SOLIDARIDAD CON EL TERCER MUNDO (SOTERMUN),SOTERMUN,FORMACIÓN INTEGRAL DE LÍDERES SINDICALES,06-PR1-253,"82,420.00",No,1,2006,"82,420.00",,,,,,
2006,PROYECTO,AMÉRICA LATINA,Colombia,SERVEI SOLIDARI I MISSIONER DELS CAPUTXINS DE CATALUNYA,SSIM,CONSTRUCCION DE UN CENTRO NUTRICIONAL DE ATENCIÓN Y ACOGIDA PARA NIÑOS/AS VICTIMAS DE LA VIOLENICIA,06-PR1-023,"80,000.00",No,1,2006,"80,000.00",,,,,,
2006,PROYECTO,AMÉRICA LATINA,Haití,FUNDACION TIERRA DE HOMBRES,TIERRA DE HOMBRES,"PROYECTO DE SALUD MATERNO INFANTIL Y NUTRICIÓN EN EL DEPARTAMENTO DE SUD, LES CAYES, HAITÍ",06-PR1-310,"332,055.00",No,1,2006,"332,055.00",,,,,,
2006,PROYECTO,AMÉRICA LATINA,Perú,FUNDACION BENEFICA DEL VALLE,VALLE,MANEJO INTEGRAL DE PLAGAS Y RIEGO ORGANIZADO EN LA CUENCA CATAMAYO-CHIRA: UN SISTEMA DE ASISTENCIA TÉCNICA PARA 7 CADENAS PRODUCTIVAS PROMISORIAS.,06-PR1-296,"255,000.00",No,1,2006,"255,000.00",,,,,,
2006,PROYECTO,ESPAÑA,España,VETERINARIOS SIN FRONTERAS - VETERMON,VETERMON, BUSCANDO EL SOL. EL TEATRO DE TÍTERES COMO HERRAMIENTA PARA REIVINDICAR LA SOBERANÍA ALIMENTARIA.,06-PR1-135,"90,000.00",No,1,2006,"90,000.00",,,,,,
2006,PROYECTO,AMÉRICA LATINA,República Dominicana,VETERINARIOS SIN FRONTERAS - VETERMON,VETERMON,"DESARROLLO ECONÓMICO, SOCIAL Y AMBIENTAL EN LA SIERRA DE BAHORUCO MEDIANTE EL FOMENTO PECUARIO Y DE DIVERSIFICACIÓN - FOPEDI II - SEGUNDO AÑO.",06-PR1-192,"200,000.00",No,1,2006,"200,000.00",,,,,,
2007,CONVENIO,ÁFRICA SUBSAHARIANA,Níger,FUNDACION ACCION CONTRA EL HAMBRE,ACCION CONTRA EL HAMBRE,"MEJORA DEL NIVEL DE VIDA, SOBERANÍA ALIMENTARIA EN EL ÁMBITO LOCAL Y MEJORA DE LA SALUD INFANTIL MEDIANTE ESTRATEGIAS DE NUTRICIÓN INTEGRADAS, ORIENTADAS A LA REDUCCIÓN DE LA MALNUTRICIÓN. REGIÓN DE MARADÍ, NÍGER. 3 AÑOS.",07-C01-02/01,"2,400,000.00",Si,3,2007,"384,271.00",2008,"838,074.00",2009,"1,177,655.00",,
2007,CONVENIO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Líbano,FUNDACION ACCION CONTRA EL HAMBRE,ACCION CONTRA EL HAMBRE,"MEJORA DEL NIVEL DE VIDA, SEGURIDAD ALIMENTARIA Y FORTALECIMIENTO DEL NIVEL DE RESPUESTA ANTE EMERGENCIAS, MEDIANTE LA GESTIÓN SOSTENIBLE DE RECURSOS HÍDRICOS Y EL SANEAMIENTO AMBIENTAL EN ZONAS AFECTADAS POR EL CONFLICTO. SUR DEL LÍBANO. 4 AÑOS",07-C01-22/01,"2,497,372.00",Si,4,2007,"377,272.00",2008,"672,800.00",2009,"704,800.00",2010,"742,500.00"
2007,CONVENIO,ASIA,Filipinas,FUNDACION ACCION CONTRA EL HAMBRE,ACCION CONTRA EL HAMBRE,"MEJORA DEL NIVEL DE VIDA DE LA POBLACIÓN FILIPINA FORTALECIENDO EL SECTOR PRODUCTIVO RURAL, LA GESTIÓN DE LOS RECURSOS HÍDRICOS Y LA PREPARACIÓN FRENTE A LOS DESASTRES NATURALES. FILIPINAS. 4 AÑOS.",07-C01-29/01,"2,150,000.00",Si,4,2007,"200,000.00",2008,"650,000.00",2009,"650,000.00",2010,"650,000.00"
2007,CONVENIO,AMÉRICA LATINA,Varios,FUNDACION ACCION CONTRA EL HAMBRE,ACCION CONTRA EL HAMBRE,"FORTALECIMIENTO Y APOYO A REDES Y ORGANIZACIONES DE MUJERES INDÍGENAS. ECUADOR, BOLIVIA, PERÚ, COLOMBIA, PARAGUAY, GUATEMALA Y MÉXICO (CHIAPAS). 4 AÑOS",07-C01-56/01,"2,500,000.00",Si,4,2007,"325,000.00",2008,"625,000.00",2009,"625,000.00",2010,"925,000.00"
2007,CONVENIO,ÁFRICA SUBSAHARIANA,"Guinea Bissau, Mali, Níger y Senegal",ASAMBLEA DE COOPERACION POR LA PAZ,ACPP,"ACCIONES TRANSNACIONALES PARA LA MEJORA DE LAS CONDICIONES SOCIOECONÓMICAS Y EL DESARROLLO DE LA SOCIEDAD CIVIL EN ÁFRICA OCCIDENTAL. SENEGAL, GUINEA BISSAU, MALI, NÍGER Y ACTIVIDADES DE ÁMBITO REGIONAL CON PAÍSES LIMÍTROFES. 4 AÑOS.",07-C01-01/01,"4,000,000.00",Si,4,2007,"500,000.00",2008,"1,100,000.00",2009,"1,100,000.00",2010,"1,300,000.00"
2007,CONVENIO,PAÍSES ÁRABES Y MEDITERRÁNEOS,"Argelia, Marruecos y Túnez",ASOCIACIÓN PARA LA COOPERACIÓN CON EL SUR LAS SEGOVIAS,ACSUR,"FORTALECIMIENTO DEL ESTADO DE DERECHO Y LA GOBERNANZA DEMOCRÁTICA MEDIANTE EL APOYO A ORGANIZACIONES DE DERECHOS HUMANOS Y SUS REDES. MARRUECOS, ARGELIA, TÚNEZ. 4 AÑOS",07-C01-23/01,"2,500,000.00",Si,4,2007,"690,851.49",2008,"628,216.41",2009,"624,638.19",2010,"556,293.91"
2007,CONVENIO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Territorios Palestinos,ASOCIACIÓN PARA LA COOPERACIÓN CON EL SUR LAS SEGOVIAS,ACSUR,"Apoyo a iniciativas de construcción de paz entre palestinos e israelíes, a través del fortalecimiento de organizaciones de ambas sociedades civiles, del diálogo político y social y del conocimiento, protección y sensibilización sobre el derecho internacional y los derechos humanos. Territorios Ocupados Palestinos y refugiados palestinos en países limítrofes. 4 años",07-C01-24/01,"4,500,000.00",Si,4,2007,"800,000.00",2008,"1,100,000.00",2009,"1,100,000.00",2010,"1,500,000.00"
2007,CONVENIO,AMÉRICA LATINA,Varios,ASOCIACIÓN PARA LA COOPERACIÓN CON EL SUR LAS SEGOVIAS,ACSUR,"APOYO AL AUTODESARROLLO DE LOS PUEBLOS INDÍGENAS Y AL RECONOCIMIENTO Y APLICACIÓN EFECTIVA DE SUS DERECHOS. ECUADOR, BOLIVIA, PERÚ, COLOMBIA, PARAGUAY, GUATEMALA Y MÉXICO (CHIAPAS). 4 AÑOS",07-C01-55/02,"4,000,000.00",Si,4,2007,"533,000.00",2008,"1,139,000.00",2009,"1,139,000.00",2010,"1,189,000.00"
2007,CONVENIO,AMÉRICA LATINA,Varios,ASOCIACIÓN PARA LA COOPERACIÓN CON EL SUR LAS SEGOVIAS,ACSUR,SOBERANÍA ALIMENTARIA Y DESARROLLO LOCAL DIRIGIDO A GRUPOS VULNERABLES AFECTADOS POR DESASTRES NATURALES EN PAÍSES DEL CARIBE. 3 AÑOS,07-C01-69/01,"7,000,000.00",Si,3,2007,"1,551,334.00",2008,"2,724,333.00",2009,"2,724,333.00",,
2007,CONVENIO,AMÉRICA LATINA,Bolivia y Perú,"FUNDACION ADRA, AGENCIA ADVENTISTA PARA EL DESARROLLO Y RECURSOS ASISTENCIALES",ADRA,PREVENCIÓN DE ENFERMEDADES Y MEJORA DE CAPACIDADES PRODUCTIVAS MEDIANTE EL DESARROLLO DE SISTEMAS DE AGUA POTABLE Y RIEGO EN COMUNIDADES CAMPESINAS. BOLIVIA Y PERÚ. 4 AÑOS.,07-C01-40/01,"3,070,000.00",Si,4,2007,"680,000.00",2008,"720,000.00",2009,"820,000.00",2010,"850,000.00"
2007,CONVENIO,AMÉRICA LATINA,Ecuador y Perú,CARITAS ESPAÑOLA,CARITAS,"DISMINUCIÓN DE LA DESNUTRICIÓN CRÓNICA Y LA ANEMIA NUTRICIONAL INFANTIL EN COMUNIDADES RURALES, REFORZANDO EL ACCESO A LA ATENCIÓN BÁSICA EN SALUD, LA EDUCACIÓN SANITARIA Y LAS BUENAS PRÁCTICAS. PERÚ, ECUADOR. 3 AÑOS.",07-C01-41/01,"2,130,000.00",Si,3,2007,"766,000.00",2008,"703,000.00",2009,"661,000.00",,
2007,CONVENIO,ÁFRICA SUBSAHARIANA,Angola,FUNDACION CEAR - HABITAFRICA,CEAR,"DESARROLLO INTEGRAL SOSTENIBLE DEL ASENTAMIENTO HUMANO DE DAMBA MARÍA, EN LA PROVINCIA DE BENGUELA. HABITABILIDAD BÁSICA, DESARROLLO  ECONÓMICO LOCAL, PARTICIPACIÓN CIUDADANA Y FORTALECIMIENTO INSTITUCIONAL. ANGOLA. 4 AÑOS.",07-C01-03/01,"2,500,000.00",Si,4,2007,"500,000.00",2008,"750,000.00",2009,"750,000.00",2010,"500,000.00"
2007,CONVENIO,AMÉRICA LATINA,Ecuador y Perú,CENTRO DE ESTUDIOS Y SOLIDARIDAD CON AMERICA LATINA,CESAL,"Mejora de las condiciones de vida de poblaciones en zonas vulnerables, mediante el fortalecimiento de instrumentos de reordenación territorial y planificación urbana, especialmente en habitabilidad básica, agua y saneamiento, y la construcción y mejora de las infraestructuras existentes. Ecuador, Perú. 4 años.",07-C01-42/01,"5,500,000.00",Si,4,2007,"500,000.00",2008,"1,250,000.00",2009,"1,650,000.00",2010,"2,100,000.00"
2007,CONVENIO,AMÉRICA LATINA,Haití y República Dominicana,CENTRO DE ESTUDIOS Y SOLIDARIDAD CON AMERICA LATINA,CESAL,"SOBERANÍA ALIMENTARIA MEDIANTE APOYO A PEQUEÑOS PRODUCTORES Y A SUS ASOCIACIONES Y COOPERATIVAS, Y LA MEJORA DE LOS MEDIOS DE COMERCIALIZACIÓN. HAITÍ, REPÚBLICA DOMINICANA. 4 AÑOS.",07-C01-63/01,"3,750,000.00",Si,4,2007,"500,000.00",2008,"750,000.00",2009,"900,000.00",2010,"1,600,000.00"
2007,CONVENIO,ÁFRICA SUBSAHARIANA,"Guinea Bissau, Mali, Níger y Senegal","CENTRO DE COMUNICACION, INVESTIGACION Y DOCUMENTACION ENTRE EUROPA, ESPAÑA Y AMERICA LATINA",CIDEAL,"APOYO A LA INTEGRACIÓN ECONÓMICA DE MUJERES EN SITUACIÓN DE MARGINACIÓN, MEDIANTE LA CAPACITACIÓN, LA GENERACIÓN DE INGRESOS REGULARES Y LA INSERCIÓN EN EL MERCADO LABORAL. SENEGAL, GUINEA BISSAU, MALI, NÍGER. 4 AÑOS",07-C01-04/01,"3,000,000.00",Si,4,2007,"600,000.00",2008,"720,000.00",2009,"854,000.00",2010,"826,000.00"
