Año de Adjudicación,Tipo,Área Geográfica,País,ONGD,Siglas ONGD,Título,Código,Importe total,Plurianual (Si/No),nº de anualidades,Año 1ª (o única) anualidad,Importe 1ª (o única) anualidad €,Año 2ª anualidad,Importe 2ª anualidad €,Año 3ª anualidad,Importe 3ª anualidad €,Año 4ª anualidad,Importe 4ª anualidad €
2005,PROYECTO,AMÉRICA LATINA,Colombia,ASOCIACION CANDELITA,CANDELITA,MUJERES SEMILLAS DE PODER. FORTALECIMIENTO DE PROCESOS DE AGRICULTURA URBANA PARA LA SEGURIDAD ALIMENTARIA DE FAMILIAS EN SITUACIÓN DE VULNERABILIDAD EN LA CIUDAD DE BOGOTÁ,05-PR1-254,77129.43,No,1,2005,77129.43,0,0,0,0,0,0
2005,PROYECTO,ÁFRICA SUBSAHARIANA,República Democrática del Congo,CARITAS ESPAÑOLA,CARITAS,FORTALECIMIENTO DE LA BASE TÉCNICA DE LOS CENTROS HOSPITALARIOS EN LA PROVINCIA DE KINSHASA,05-PR1-222,533264.78,No,1,2005,533264.78,0,0,0,0,0,0
2005,PROYECTO,ÁFRICA SUBSAHARIANA,Angola,CARITAS ESPAÑOLA,CARITAS,ALFABETIZACIÓN Y CAPACITACIÓN EN ÁREAS RURALES DE MALANJE,05-PR1-223,470582,No,1,2005,470582,0,0,0,0,0,0
2005,PROYECTO,AMÉRICA LATINA,República Dominicana,CARITAS ESPAÑOLA,CARITAS,ATENCIÓN EN SALUD A 13 COMUNIDADES RURALES DE LOS MUNICIPIOS DE PEDRO SANTANA Y SAN JUAN DE LA MAGUANA,05-PR1-224,278311.89,No,1,2005,278311.89,0,0,0,0,0,0
2005,PROYECTO,AMÉRICA LATINA,Ecuador,CARITAS ESPAÑOLA,CARITAS,"MIGRACIÓN, COMUNICACIÓN Y DESARROLLO",05-PR1-229,606509,No,1,2005,606509,0,0,0,0,0,0
2005,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Mauritania,FUNDACION CBD PARA LA CONSERVACION DE LA BIODIVERSIDAD Y SU HABITAT,CBD-HABITAT,"ACTUACIONES EN APOYO A LA RESERVA SATÉLITE DE CABO BLANCO EN VIGILANCIA, GESTIÓN DE USO PÚBLICO Y EDUCACIÓN AMBIENAL",05-PR1-241,219329,No,1,2005,219329,0,0,0,0,0,0
2005,PROYECTO,AMÉRICA LATINA,Bolivia,CENTRO DE ESTUDIOS AMAZONICOS,CEAM,"APOYO A LA PRODUCCIÓN, A LA TRANSFORMACIÓN Y A LA COMERCIALIZACIÓN DE PESCADO PROVENIENTE DE LA PRODUCCIÓN PISCÍCOLA RURAL DE LA SOMUNIDADES INDÍGENAS DE MOXOS",05-PR1-373,156340.62,No,1,2005,156340.62,0,0,0,0,0,0
2005,PROYECTO,ÁFRICA SUBSAHARIANA,Angola,FUNDACION CEAR - HABITAFRICA,CEAR,"APOYO A LAS ACTIVIDADES PRODUCTIVAS DE DAMBA MARÍA, MUNICIPIO DE BENGUELA, ANGOLA",05-PR1-034,700000,No,1,2005,700000,0,0,0,0,0,0
2005,PROYECTO,EUROPA ORIENTAL,Albania,CENTRO DE ESTUDIOS RURALES Y AGRICULTURA INTERNACIONAL,CERAI,ORIENTACIÓN Y APOYO PARA LA PUESTA EN MARCHA DE UNA COOPERATIVA AGRARIA MODELO EN ALANIA. 2ª FASE,05-PR1-467,187140,No,1,2005,187140,0,0,0,0,0,0
2005,PROYECTO,EUROPA ORIENTAL,Albania,CENTRO DE ESTUDIOS Y SOLIDARIDAD CON AMERICA LATINA,CESAL,MEJORA DE LA CALIDAD EDUCATIVA Y ATENCIÓN A LA INFANCIA Y ADOLESCENCIA DE LOS BARRIOS PERIFÉRICOS DE TIRANA,05-PR1-133,200000,No,1,2005,200000,0,0,0,0,0,0
2005,PROYECTO,AMÉRICA LATINA,República Dominicana,CENTRO DE ESTUDIOS Y SOLIDARIDAD CON AMERICA LATINA,CESAL,"APOYO A LA PRODUCCIÓN AGRÍCOLA SOSTENIDA EN CRISTÓBAL Y LAS SALINAS, PROVINCIAS DE ARAHONA E INDEPENDENCIA",05-PR1-418,319977.64,No,1,2005,319977.64,0,0,0,0,0,0
2005,PROYECTO,ÁFRICA SUBSAHARIANA,Angola,CONSEJO INTERHOSPITALARIO DE COOPERACION,CIC,APOYO A LA UNIDAD DE CIRUGÍA Y CUIDADOS INTENSIVOS DEL HOSPITAL PEDIÁTRICO DE LUANDA. FASE V,05-PR1-288,722874,No,1,2005,722874,0,0,0,0,0,0
2005,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Egipto,"CENTRO DE COMUNICACION, INVESTIGACION Y DOCUMENTACION ENTRE EUROPA, ESPAÑA Y AMERICA LATINA",CIDEAL,MEJORA DE LAS CAPACIDADES ECONÓMICAS Y HUMANAS DE 300 MUJERES DE LA REIGÓN DE EL MARG. EL CAIRO,05-PR1-183,178270,No,1,2005,178270,0,0,0,0,0,0
2005,PROYECTO,ESPAÑA,España,ONG RESCATE INTERNACIONAL (antes COMITE INTERNACIONAL DE RESCATE ESPAÑA),CIR,EL CÍRCULO DEL RETORNO: JUEGO DIDÁCTICO,05-PR1-172,17208.32,No,1,2005,17208.32,0,0,0,0,0,0
2005,PROYECTO,ÁFRICA SUBSAHARIANA,Etiopía,ONG RESCATE INTERNACIONAL (antes COMITE INTERNACIONAL DE RESCATE ESPAÑA),CIR,"PROMOCIÓN DE LA SOBERANÍA ALIMENTARIA EN LAS ÁREAS MÁS AFECTADAS POR LA SEQUÍA EN EL DISTRITO DE HARSHIN, REGIÓN DE SOMALI",05-PR1-174,434447.93,No,1,2005,434447.93,0,0,0,0,0,0
2005,PROYECTO,EUROPA ORIENTAL,Albania,ONG RESCATE INTERNACIONAL (antes COMITE INTERNACIONAL DE RESCATE ESPAÑA),CIR,REDUCCIÓN DEL FRACASO ESCOLAR EN SHKODRA,05-PR1-175,289011,No,1,2005,289011,0,0,0,0,0,0
2005,PROYECTO,AMÉRICA LATINA,Perú,ASOCIACION CIRCULO SOLIDARIO DE CANTABRIA,CIRCULO SOLIDARIO CANTABRIA,CONDICIONES ADUCATIVAS FACILITAN PERMANENCIA Y CULMINACIÓN DE ESTUDIOS SECUNDARIOS DE NIÑAS Y ADOLESCENTES DEL CASERÍA CONACHE Y SUS ANEXOS,05-PR1-387,79500,No,1,2005,79500,0,0,0,0,0,0
2005,PROYECTO,ESPAÑA,España,ASOCIACION ONGD CIVES MUNDI,CIVES MUNDI,JORNADAS DE SENSIBILIZACIÓN: LA SOCIEDAD CIVIL EN LA BÚSQUEDA DE CAMINOS POR LA PAZ EN PALESTINA,05-PR1-056,12157.89,No,1,2005,12157.89,0,0,0,0,0,0
2005,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Túnez,ASOCIACION ONGD CIVES MUNDI,CIVES MUNDI,"""BIOASIS"". MANTENIENDO LA BIODIVERSIDAD DEL ECOSISTEMA DEL OASIS DE CHENINI-GABES. TÚNEZ",05-PR1-057,68000,No,1,2005,68000,0,0,0,0,0,0
2005,PROYECTO,AMÉRICA LATINA,Argentina,FUNDACIO PRIVADA CLINIC PER A LA RECERCA BIOMEDICA,CLINIC,APOYO A LA CONSOLIDACIÓN DEL SISTEMA DE SALUD Y A LA SALUD MATERNO-INFANTIL EN TUCUMÁN Y CHACO,05-PR1-504,300000,No,1,2005,300000,0,0,0,0,0,0
2005,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Marruecos,FUNDACIO PRIVADA CLINIC PER A LA RECERCA BIOMEDICA,CLINIC,MEJORA DE LAS CONDICIONES DE SALUD DE LAS MUJERES EMBARAZADAS Y DE LA POBLACIÓN INFANTIL DE LAS CIRCUNSCRIPCIONES DE OUED LAOU Y BENI HASAN,05-PR1-505,476576,No,1,2005,476576,0,0,0,0,0,0
2005,PROYECTO,AMÉRICA LATINA,Perú,CONFEDERACION COORDINADORA ESTATAL DE MINUSVALIDOS FISICOS DE ESPAÑA,COCEMFE,FORTALECIMIENTO INSTITUCIONAL DE LA CONFEDERACIÓN NACIONAL DE DISCAPACITADOS DEL PERÚ-CONFENADIP,05-PR1-309,118607.96,No,1,2005,118607.96,0,0,0,0,0,0
2005,PROYECTO,AMÉRICA LATINA,Honduras,FUNDACION CODESPA,CODESPA,"MEJORA DE LAS CONDICIONES DE VIDA DE FAMILIAS RURALES DE LA ZONA NOROCCIDENTAL DE HONDURAS CON EL FORTALECIMIENTO DE SU CAPACIDAD PRODUCTIVA AGRÍCOLA, LA COMERCIALIACIÓN DE SUS PRODUCTOS, SU SEGURIDAD ALIMENTARIA Y EL ESTABLECIMIENTO DE UN MODELO DE EMPRE",05-PR1-110,386838.64,No,1,2005,386838.64,0,0,0,0,0,0
2005,PROYECTO,AMÉRICA LATINA,República Dominicana,FUNDACION CODESPA,CODESPA,MEJORA DEL ENTORNO SOCIO-AMBIENTAL Y LABORAL EN LOS BATEYES DEL INGENIO BARAHONA,05-PR1-111,352159,No,1,2005,352159,0,0,0,0,0,0
2005,PROYECTO,ASIA,Filipinas,FUNDACION CODESPA,CODESPA,ESTABLECIMIENTO DE UN PROGRAMA MODELO DE SERVICIOS DE DESRROLLO EMPRESARIAL PARA FILIPINAS. FASE II,05-PR1-113,348756.21,No,1,2005,348756.21,0,0,0,0,0,0
2005,PROYECTO,ASIA,Vietnam,FUNDACION CODESPA,CODESPA,APOYO AL CENTRO PROVINCIAL DE FORMACIÓN PROFESIONAL DE LA UNIÓN DE MUJERES DE YEN BAI EN EL DESARROLLO DE UN PROGRAMA DE FORMACIÓN Y CREACIÓN DE EMPLEO ORIENTADO HACIA LA DEMANDA NACIONAL E INTERNACIONAL,05-PR1-119,489866.76,No,1,2005,489866.76,0,0,0,0,0,0
2005,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Territorios Palestinos,FUNDACION CODESPA,CODESPA,MEJORA DE LA AUTONOMÍA DE LA MUJER PALESTINA Y REDUCCIÓN DE SU VULNERABILIDAD ANTE EL CONFLICTO,05-PR1-143,272547.16,No,1,2005,272547.16,0,0,0,0,0,0
2005,PROYECTO,AMÉRICA LATINA,Guatemala,FUNDACION CODESPA,CODESPA,"IMPLEMENTAR UN MODELO PRODUCTIVO ECONÓMICAMENTE SOSTENIBLE, INCIDIENDO ESPECIALMENTE EN LA NUTRICIÓN Y LA MAYOR PARTICIPACIÓN DE LA MUJER",05-PR1-146,378696.49,No,1,2005,378696.49,0,0,0,0,0,0
2005,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Egipto,CONEMUND,CONEMUND,"MEJORA Y PROTECCIÓN DE LA SALUD FÍSICA Y PSÍQUICA DE MUJERES, JÓVENES Y NIÑOS EN DOS BARRIOS MARGINALES DE EL CAIRO",05-PR1-268,100000,No,1,2005,100000,0,0,0,0,0,0
2005,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Territorios Palestinos,CONEMUND,CONEMUND,INTEGRACIÓN SOCIOECONÓMICA DE MUJERES REFUGIADAS Y CON SÍNDROME DE DOWN PERTENECIENTES A SECTORES DE BAJA RENTA DE LA FRANJA DE GAZA,05-PR1-269,68384,No,1,2005,68384,0,0,0,0,0,0
2005,PROYECTO,AMÉRICA LATINA,El Salvador,ASSOCIACIO COOPERACCIO,COOPERACCIO,FORTALECIMIENTO DE REDES Y CAPACIDADES INSTITUCIONALES Y ASOCIATIVAS DE LAS MUJERES PARA EL DESARROLLO LOCAL CON EQUIDAD DE GÉNERO,05-PR1-438,416189.84,No,1,2005,416189.84,0,0,0,0,0,0
2005,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Argelia,CRUZ ROJA ESPAÑOLA,CRUZ ROJA,APOYO A LA INSERCIÓN LABORAL DE LAS MUJERES MAS VULNERABLES DE LA WILAYA DE CONSTANTINE,05-PR1-069,257576,No,1,2005,257576,0,0,0,0,0,0
2005,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Mauritania,CRUZ ROJA ESPAÑOLA,CRUZ ROJA,"MEJORA DEL ENTORNO HIGIÉNICO-SANITARIO Y MEDIOAMBIENTAL DDE LA POBLACIÓN ESCOLAR DE LAS ESCUELAS PRIMARIAS DE DESTOUR, NESSIBA, AMMAR Y Nº 1, NOUADHIBOU",05-PR1-071,200649,No,1,2005,200649,0,0,0,0,0,0
2005,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Marruecos,CRUZ ROJA ESPAÑOLA,CRUZ ROJA,CMAPAÑA DE SENSIBILIZACIÓN A LA POBLACIÓN ESCOLAR DE LA PROVINCIA DE ALHUCEMAS EN PREVENCIÓN Y PREPARACIÓN PARA TERREMOTOS,05-PR1-074,165058,No,1,2005,165058,0,0,0,0,0,0
2005,PROYECTO,AMÉRICA LATINA,Haití,CRUZ ROJA ESPAÑOLA,CRUZ ROJA,SANTÉ SE LAVI! PROGRAMA DE SALUD AMBIENTAL PARA UNA BUENA PREVENCIÓN COMUNITARIA DE ENFERMEDADES INFECCIONAS,05-PR1-081,251060.63,No,1,2005,251060.63,0,0,0,0,0,0
2005,PROYECTO,ASIA,Filipinas,CRUZ ROJA ESPAÑOLA,CRUZ ROJA,"FORTALECIMIENTO DE LAS CAPACIDADES COMUNITARIAS PARA LA MEJORA DE LA ATENCIÓN PRIMARIA DE SALUD Y GESTIÓN DE DESASTRES EN SIRUMA Y BLATÁN, CAMARINES SUR",05-PR1-082,383339.54,No,1,2005,383339.54,0,0,0,0,0,0
2005,PROYECTO,ÁFRICA SUBSAHARIANA,Senegal,CRUZ ROJA ESPAÑOLA,CRUZ ROJA,"MEJORA DEL ACCESO AL AGUA POTABLE Y SANEAMIENTO AMBIENTAL EN LA REGIÓN DE CASSAMANCE, OSUYE, OUKOUT.",05-PR1-151,335604,No,1,2005,335604,0,0,0,0,0,0
2005,PROYECTO,ESPAÑA,España,FUNDACION CUME PARA EL DESARROLLO DE CULTURAS Y PUEBLOS,CUME,CAMINANDO JUNTOS HACIA LOS OBJETIVOS DEL MILENIO. POR UNA IGUALDAD DE OPORTUNIDADES NORTE-SUR,05-PR1-354,18000,No,1,2005,18000,0,0,0,0,0,0
2005,PROYECTO,AMÉRICA LATINA,Argentina,FUNDACION ECOLOGIA Y DESARROLLO,ECOLOGIA Y DESARROLLO,ACCIONES PARA LA CONSERVACIÓN Y EL DESARROLLO SOSTENIBLE DEL HUMEDAL DE LOS BAJOS SUDMERIDIONALES - PROVINCIA DE SANTA FE,05-PR1-395,79687.15,No,1,2005,79687.15,0,0,0,0,0,0
2005,PROYECTO,AMÉRICA LATINA,Perú,ASOCIACION ENTREPUEBLOS,ENTREPUEBLOS,APOYO AL DESARROLLO PRODUCTIVO Y A LA PARTICIPACIÓN LOCAL DE LA MUJER RURAL EN DOS DISTRITOS DEL DEPARTAMENTO DE JUNÍN,05-PR1-051,411060.62,No,1,2005,411060.62,0,0,0,0,0,0
2005,PROYECTO,ESPAÑA,España,ASOCIACION ENTREPUEBLOS,ENTREPUEBLOS,PAN Y ROSAS: EL PROTAGONISMO DE LA MUJER EN LA SOBERANÍA ALIMENTARIA,05-PR1-053,47010,No,1,2005,47010,0,0,0,0,0,0
2005,PROYECTO,AMÉRICA LATINA,Perú,EDUCACION SIN FRONTERAS - ESPAÑA,ESF,DESARROLLO DE UN SISTEMA PARTICIPATIVO DE GESTIÓN PÚBLICA DE LA EDUCACIÓN PRODUCTIVA EN LA CUENCA CATAMAYO CHIRA,05-PR1-380,798387.34,No,1,2005,798387.34,0,0,0,0,0,0
2005,PROYECTO,AMÉRICA LATINA,Bolivia,EDUCACION SIN FRONTERAS - ESPAÑA,ESF,EDUCACIÓN. LA LLAVE PARA EL DESARROLLO LOCAL. MANCOMUNIDAD DE MUINICIPIOS DE LA CUENCA DEL CIANE. POTOSÍ Y COCHABAMBA,05-PR1-382,524073.06,No,1,2005,524073.06,0,0,0,0,0,0
2005,PROYECTO,AMÉRICA LATINA,Paraguay,"FUNDACION ACCION SOCIAL, EDUCACIÓN Y TIEMPO LIBRE, ESPLAI",ESPLAI,"PROMOCIÓN DE OPORTUNIDADES EN EQUIDAD DE GÉNERO Y DESARROLLO SOSTENIBLE (CIUDAD DE LIMPIO, PARAGUAY)",05-PR1-294,78360,No,1,2005,78360,0,0,0,0,0,0
2005,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Marruecos,FEDERACION DE ASOCIACIONES DE MEDICUS MUNDI EN ESPAÑA,FAMME,APOYO A LA FORMACIÓN DEL PERSONAL SANITARIO MARROQUÍ EN ATENCIÓN INTEGRADA A LAS ENFERMEDADES PREVALENTES DE LA INFANCIA (AIEPI),05-PR1-090,400000,No,1,2005,400000,0,0,0,0,0,0
2005,PROYECTO,AMÉRICA LATINA,El Salvador,FEDERACION DE ASOCIACIONES DE MEDICUS MUNDI EN ESPAÑA,FAMME,FORTALECIMIENTO DE PROGRAMAS PREVENTIVOS DEL SISTEMA BÁSICO DE SALUD INTEGRAL (SIBAS) DE ALHUACHAPÁN,05-PR1-091,276125.32,No,1,2005,276125.32,0,0,0,0,0,0
2005,PROYECTO,ESPAÑA,España,FEDERACION DE ASOCIACIONES DE MEDICUS MUNDI EN ESPAÑA,FAMME,AUTOBÚS DEL MILENIO: VIAJE HACIA LA SALUD Y EL DESARROLLO,05-PR1-093,144504.67,No,1,2005,144504.67,0,0,0,0,0,0
2005,PROYECTO,AMÉRICA LATINA,Nicaragua,FARMACEUTICOS MUNDI,FARMACEUTICOS MUNDI,"MEJORA DEL ACCESO Y USO RACIONAL DE MEDICAMENTOS ESENCIALES DE LA POBLACIÓN DE LOS DEPARTAMENTOS DE LEÓN Y CHINANDEGA EN NICARAGUA, MEDIANTE LA IMPLEMENTACIÓN DE UNA RED DE FARMACIAS AUTOSOSTENIBLES INTEGRADAS EN EL SISTEMA PÚBLICO DE SALUD",05-PR1-048,502097.15,No,1,2005,502097.15,0,0,0,0,0,0
2005,PROYECTO,AMÉRICA LATINA,Argentina,FEDERACIÓN DE MUJERES PROGRESISTAS,FED MUJERES PROGRESISTAS,FORMACIÓN EN DERECHOS SEXUALES Y REPRODUCTIVOS Y PREVENCIÓN DE VIOLENCIA DE GÉNERO,05-PR1-156,44100,No,1,2005,44100,0,0,0,0,0,0
2005,PROYECTO,AMÉRICA LATINA,Bolivia,FUNDACION INTERNACIONAL  PARA EL DESARROLLO LOCAL Y SOCIAL,FIADELSO,"MEJORA DE LA SITUACIÓN EDUCATIVA EN EL MUNICIPIO DE AJIME ZUDÁÑEZ, PROVINCIA DE JAIME ZUDÁÑEZ, DEPARTAMENTO DE CHUQUISACA",05-PR1-301,104186.08,No,1,2005,104186.08,0,0,0,0,0,0
2005,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Marruecos,FUNDACION INTERNACIONAL DE SINTESIS ARQUITECTONICA,FISA,PROYECTO DE EQUIPAMIENTOS SOCIALES SOSENIBLES EN ZONAS DEPRIMIDAS DE LARACHE,05-PR1-509,427597.2,No,1,2005,427597.2,0,0,0,0,0,0
2005,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Jordania,FUNDACION PROMOCION SOCIAL DE LA CULTURA,FPSC,MEJORAR LAS OPORTUNIDADES ECONÓMICAS DE LAS MUJERES EN EL DISTRITO DE SHOUNEH (CUENCA DEL SUR DE KAFREIN),05-PR1-018,365000,No,1,2005,365000,0,0,0,0,0,0
2005,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Territorios Palestinos,FUNDACION PROMOCION SOCIAL DE LA CULTURA,FPSC,MEJORA DE LA CALIDAD DE LOS RECURSOS MATERIALES Y HUMANOS DEL SISTEMA EDUCATIVO EN PALESTINA,05-PR1-019,300000,No,1,2005,300000,0,0,0,0,0,0
2005,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Mauritania,FUNDACION PROMOCION SOCIAL DE LA CULTURA,FPSC,MEJORA DEL ACCESO Y CALIDAD DE LA EDUCACIÓN PRIMARIA EN EL OASIS DE OUADNE,05-PR1-020,470000,No,1,2005,470000,0,0,0,0,0,0
2005,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Marruecos,FUNDACION PROMOCION SOCIAL DE LA CULTURA,FPSC,MEJORA DE LAS OPORTUNIDADES DE LA MUJER DE RABAT Y TETUÁN EN EL ÁMBITO ECONÓMICO,05-PR1-023,400000,No,1,2005,400000,0,0,0,0,0,0
2005,PROYECTO,AMÉRICA LATINA,Bolivia,FUNDACION DE RELIGIOSOS SOCIO-SANITARIOS,FRS,MEJORA DE LAS CONDICIONES SOCIO-SANITARIAS DE 1.400 FAMILIAS DE 7 COMUNIDADES DE 4 MUNICIPIOS DE COCHABAMBA MEDIANTE LA FORMACIÓN DE 140 LÑIDERES COMUNITARIOS,05-PR1-043,62647.73,No,1,2005,62647.73,0,0,0,0,0,0
2005,PROYECTO,AMÉRICA LATINA,Argentina,FUNDACION PARA EL DESARROLLO DE LA ENFERMERIA,FUDEN,FORTALECIMIENTO DE LA COMPETENCIA CIENTÍFICO-TÉCNICA DE LOS RECURSOS HUMANOS DE ENFERMERÍA DE LA PROVINCIA DE CORRIENTES,05-PR1-279,79990.74,No,1,2005,79990.74,0,0,0,0,0,0
2005,PROYECTO,ESPAÑA,España,FUNDACION PARA EL DESARROLLO DE LA ENFERMERIA,FUDEN,"SENSIBILIZACIÓN DE LA POBLACIÓN ESPAÑOLA EN GENERAL, Y DE LOS PROFESIONALES DE SALUD EN PARTICULAR, SOBRE LAS DESIGUALDADES MUNDIALES",05-PR1-295,65000,No,1,2005,65000,0,0,0,0,0,0
2005,PROYECTO,ASIA,Vietnam,COMUNIDAD ETEA COMPAÑIA DE JESUS PROVINCIA BETICA,FUNDACION ETEA,"EXPERIENCIAS PILOTO DE DR CON BASE TERRITORIAL EN THAI NGUYEN: FORTALECIMIENTO INSTITUCIONAL, PUESTA EN MARCHA DE PLANES DE INNOVACIÓN Y GESTIÓN DE LOS MISMOS",05-PR1-359,486551.47,No,1,2005,486551.47,0,0,0,0,0,0
2006,PROYECTO,ESPAÑA,España,ONG RESCATE INTERNACIONAL (antes COMITE INTERNACIONAL DE RESCATE ESPAÑA),CIR,ETIOPÍA FRENTE A LOS OBJETIVOS DE DESARROLLO DEL MILENIO: GARANTIZANDO LA SOSTENIBILIDAD MEDIOAMBIENTAL,06-PR1-082,44852,No,1,2006,44852,0,0,0,0,0,0
2006,PROYECTO,EUROPA ORIENTAL,Bosnia-Herzegovina,ONG RESCATE INTERNACIONAL (antes COMITE INTERNACIONAL DE RESCATE ESPAÑA),CIR,APOYO A LA RECONCILIACIÓN EN MÓSTAR MEDIANTE LA RECONSTRUCCIÓN DE LA ESCUELA DE EDUCACIÓN SECUNDARIA(FASE II) Y EL BACHILLERATO INTERNACIONAL,06-PR1-149,308866,No,1,2006,308866,0,0,0,0,0,0
2006,PROYECTO,ÁFRICA SUBSAHARIANA,Etiopía,ONG RESCATE INTERNACIONAL (antes COMITE INTERNACIONAL DE RESCATE ESPAÑA),CIR,ACCESO A LA EDUCACIÓN PRIMARIA DE COMUNIDADES PASTORILES EN CINCO DISTRITOS DEL ESTADO REGIONAL DE SOMALI,06-PR1-162,243324,No,1,2006,243324,0,0,0,0,0,0
2006,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Siria,ONG RESCATE INTERNACIONAL (antes COMITE INTERNACIONAL DE RESCATE ESPAÑA),CIR,ATENCIÓN A LA SALUD MATERNO-INFANTIL Y PREVENCIÓN DE LA TALASEMIA EN EL YARMUK (DAMASCO),06-PR1-220,202974,No,1,2006,202974,0,0,0,0,0,0
2006,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Marruecos,FUNDACIO CENTRE DE INICIATIVES I RECERQUES EUROPEES A LA MEDITERRANIA,CIREM,PROGRAMA DE APOYO A LA CONSOLIDACIÓN DE LAS MICRO Y PEUEÑAS EMPRESAS DEL NORTE DE MARRUECOS,06-PR1-280,177957,No,1,2006,177957,0,0,0,0,0,0
2006,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Argelia,ASOCIACION ONGD CIVES MUNDI,CIVES MUNDI,"AKRAZ: PROMOVIENDO EL DESARROLLO SOSTENIBLE DEL OASIS DE BENI-ISGUEN, ARGELIA",06-PR1-099,188629,No,1,2006,188629,0,0,0,0,0,0
2006,PROYECTO,AMÉRICA LATINA,Haití,ASOCIACION ONGD CIVES MUNDI,CIVES MUNDI,COMMUNE DE JACMEL POR LA VIDA.ESTRATEGIA LOCAL PARA EL DESARROLLO DE REDES SOCIO-SANITARIAS PARA LA PREVENCIÓN DEL VIH-SIDA EN BARRIOS DE JACMEL.HAITÍ,06-PR1-104,98149,No,1,2006,98149,0,0,0,0,0,0
2006,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Mauritania,ASOCIACION ONGD CIVES MUNDI,CIVES MUNDI,DAR NAIM AL KHADRA: AUMENTAR Y MEJORAR LA PRODUCCIÓN HORTÍCOLA Y LA SOBERANÍA ALIMENTARIA DE LAS POPULACIONES DE DAR NAIM. MAURITANIA.,06-PR1-106,200752,No,1,2006,200752,0,0,0,0,0,0
2006,PROYECTO,AMÉRICA LATINA,Perú,CONFEDERACION COORDINADORA ESTATAL DE MINUSVALIDOS FISICOS DE ESPAÑA,COCEMFE,DESARROLLO DE CAPACIDADES CIUDADANAS E INSTITUCIONALES DE LOS LÍDERES CON DISCAPACIDAD DE LA F.C.P.E.D DEL PERU,06-PR1-014,100000,No,1,2006,100000,0,0,0,0,0,0
2006,PROYECTO,AMÉRICA LATINA,República Dominicana,CONFEDERACION COORDINADORA ESTATAL DE MINUSVALIDOS FISICOS DE ESPAÑA,COCEMFE,CONSTRUYENDO UNA SOCIEDAD INCLUSIVA: PROYECTO DE INCLUSIÓN SOCIAL Y ECONÓMICA DE LAS PCDS EN LA REP. DOMINICANA,06-PR1-098,112969,No,1,2006,112969,0,0,0,0,0,0
2006,PROYECTO,AMÉRICA LATINA,El Salvador,CONFEDERACION COORDINADORA ESTATAL DE MINUSVALIDOS FISICOS DE ESPAÑA,COCEMFE,"INSERCIÓN LABORAL DEL COLECTIVO DE PERSONAS CON DISCAPACIDAD - EL SALVADOR, CENTROAMÉRICA",06-PR1-143,150000,No,1,2006,150000,0,0,0,0,0,0
2006,PROYECTO,AMÉRICA LATINA,Guatemala,FUNDACION CODESPA,CODESPA,INCREMENTAR LA CAPACIDAD ORGANIZATIVA Y DE AUTOGESTIÓN COMUNITARIA DE HOMBRES Y MUJERES DE COMUNIDADES INDÍGENAS DEL DEPARTAMENTO DE ALTA VERAPAZ,06-PR1-176,200000,No,1,2006,200000,0,0,0,0,0,0
2006,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Territorios Palestinos,CONEMUND,CONEMUND,MEJORA DE LA INSERCION SOCIAL Y PRODUCTIVA DE JOVENES CON SINDROME DE DOWN EN LA FRANJA DE GAZA.TERRITORIOS PALESTINOS,06-PR1-088,115820,No,1,2006,115820,0,0,0,0,0,0
2006,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Egipto,CONEMUND,CONEMUND,"MEJORA DE LAS CONDICIONES SANITARIAS,PSICOLOGICAS Y EDUCATIVAS DE LOS NIÑOS TRABAJADORES DE KAFR-EL ZAYYAT.EGIPTO",06-PR1-128,124597,No,1,2006,124597,0,0,0,0,0,0
2006,PROYECTO,AMÉRICA LATINA,Nicaragua,ASSOCIACIO COOPERACCIO,COOPERACCIO,PROMOCIÓN DE LOS DERECHOS SEXUALES Y REPRODUCTIVOS DE LAS/OS JÓVENES - NICARAGUA,06-PR1-064,100000,No,1,2006,100000,0,0,0,0,0,0
